sampleID	Tumor.Fraction	ref_genome	settings
LP0020_01	0.0111	0memhg38	TrueDI26830XA
LP0020_02	0.01218	0memhg38	TrueDI26830XA
LP0020_03	0.01654	0memhg38	TrueDI26830XA
LP0020_04	0	0memhg38	TrueDI26830XA
LP0020_05	0.01413	0memhg38	TrueDI26830XA
LP0020_06	0.01692	0memhg38	TrueDI26830XA
LP0020_07	0.01666	0memhg38	TrueDI26830XA
LP0020_08	0.01827	0memhg38	TrueDI26830XA
LP0025_01_L004	0	0memhg38	TrueDI26830XA
LP0025_02_L004	0.01597	0memhg38	TrueDI26830XA
LP0025_03_L003	0.01587	0memhg38	TrueDI26830XA
LP0025_04_L004	0	0memhg38	TrueDI26830XA
LP0025_05_L003	0.02045	0memhg38	TrueDI26830XA
LP0025_06_L003	0.02009	0memhg38	TrueDI26830XA
LP0025_07_L004	0.01355	0memhg38	TrueDI26830XA
LP0025_08_L004	0.01324	0memhg38	TrueDI26830XA
LP0025_10_L003	0.8396	0memhg38	TrueDI26830XA
LP0025_11_L003	0.02192	0memhg38	TrueDI26830XA
LP0025_12_L003	0.01707	0memhg38	TrueDI26830XA
LP0025_15_L003	0.08723	0memhg38	TrueDI26830XA
LP0025_17_L003	0.03131	0memhg38	TrueDI26830XA
LP0025_21_L004	0.1077	0memhg38	TrueDI26830XA
LP0025_24_L003	0.01312	0memhg38	TrueDI26830XA
LP0026_05_L003	0.02435	0memhg38	TrueDI26830XA
LP0026_07_L003	0.01685	0memhg38	TrueDI26830XA
LP0026_08_L003	0.283	0memhg38	TrueDI26830XA
LP0026_22_L003	0.2213	0memhg38	TrueDI26830XA
LP0026_26_L004	0.4459	0memhg38	TrueDI26830XA
LP0026_38_L004	0.1539	0memhg38	TrueDI26830XA
LP0026_42_L004	0.1412	0memhg38	TrueDI26830XA
LP0027_26_L003	0.1213	0memhg38	TrueDI26830XA
LP0027_35_L003	0.1592	0memhg38	TrueDI26830XA
LP0027_39_L003	0.1638	0memhg38	TrueDI26830XA
LP0028_01_L004	0.1226	0memhg38	TrueDI26830XA
LP0029_02_L004	0.008875	0memhg38	TrueDI26830XA
LP0029_04_L003	0.01103	0memhg38	TrueDI26830XA
LP0029_05_L004	0	0memhg38	TrueDI26830XA
LP0029_06_L003	0.009923	0memhg38	TrueDI26830XA
LP0030_03_L004	0.01125	0memhg38	TrueDI26830XA
LP0030_05_L004	0.02185	0memhg38	TrueDI26830XA
LP0020_01	0.009712	0memhg38noalt	False40
LP0020_02	0.01911	0memhg38noalt	False40
LP0020_03	0.01548	0memhg38noalt	False40
LP0020_04	0.01526	0memhg38noalt	False40
LP0020_05	0.02088	0memhg38noalt	False40
LP0020_06	0.01456	0memhg38noalt	False40
LP0020_07	0.01516	0memhg38noalt	False40
LP0020_08	0.01703	0memhg38noalt	False40
LP0025_01_L004	0.01071	0memhg38noalt	False40
LP0025_02_L004	0.01513	0memhg38noalt	False40
LP0025_03_L003	0.01231	0memhg38noalt	False40
LP0025_04_L004	0.01018	0memhg38noalt	False40
LP0025_05_L003	0.02225	0memhg38noalt	False40
LP0025_06_L003	0.01824	0memhg38noalt	False40
LP0025_07_L004	0.01241	0memhg38noalt	False40
LP0025_08_L004	0.01251	0memhg38noalt	False40
LP0025_10_L003	0.8355	0memhg38noalt	False40
LP0025_11_L003	0.02033	0memhg38noalt	False40
LP0025_12_L003	0.01409	0memhg38noalt	False40
LP0025_15_L003	0.08276	0memhg38noalt	False40
LP0025_17_L003	0.03014	0memhg38noalt	False40
LP0025_21_L004	0.1065	0memhg38noalt	False40
LP0025_24_L003	0.01486	0memhg38noalt	False40
LP0026_05_L003	0.02534	0memhg38noalt	False40
LP0026_07_L003	0.01614	0memhg38noalt	False40
LP0026_08_L003	0.2818	0memhg38noalt	False40
LP0026_22_L003	0.2252	0memhg38noalt	False40
LP0026_26_L004	0.4463	0memhg38noalt	False40
LP0026_38_L004	0.1624	0memhg38noalt	False40
LP0026_42_L004	0.141	0memhg38noalt	False40
LP0027_26_L003	0.1419	0memhg38noalt	False40
LP0027_35_L003	0.1607	0memhg38noalt	False40
LP0027_39_L003	0.151	0memhg38noalt	False40
LP0028_01_L004	0.1098	0memhg38noalt	False40
LP0029_02_L004	0.009593	0memhg38noalt	False40
LP0029_04_L003	0.01223	0memhg38noalt	False40
LP0029_05_L004	0	0memhg38noalt	False40
LP0029_06_L003	0.01149	0memhg38noalt	False40
LP0030_03_L004	0.01339	0memhg38noalt	False40
LP0030_05_L004	0.01706	0memhg38noalt	False40
LP0020_01	0.01025	0memhg38noalt	FalseDI26830XA
LP0020_02	0.02046	0memhg38noalt	FalseDI26830XA
LP0020_03	0.01578	0memhg38noalt	FalseDI26830XA
LP0020_04	0.01657	0memhg38noalt	FalseDI26830XA
LP0020_05	0.02068	0memhg38noalt	FalseDI26830XA
LP0020_06	0.01753	0memhg38noalt	FalseDI26830XA
LP0020_07	0.01316	0memhg38noalt	FalseDI26830XA
LP0020_08	0.01813	0memhg38noalt	FalseDI26830XA
LP0025_01_L004	0.009369	0memhg38noalt	FalseDI26830XA
LP0025_02_L004	0.01478	0memhg38noalt	FalseDI26830XA
LP0025_03_L003	0.01507	0memhg38noalt	FalseDI26830XA
LP0025_04_L004	0.009334	0memhg38noalt	FalseDI26830XA
LP0025_05_L003	0.01845	0memhg38noalt	FalseDI26830XA
LP0025_06_L003	0.01866	0memhg38noalt	FalseDI26830XA
LP0025_07_L004	0.01153	0memhg38noalt	FalseDI26830XA
LP0025_08_L004	0.01069	0memhg38noalt	FalseDI26830XA
LP0025_10_L003	0.8371	0memhg38noalt	FalseDI26830XA
LP0025_11_L003	0.02121	0memhg38noalt	FalseDI26830XA
LP0025_12_L003	0.01475	0memhg38noalt	FalseDI26830XA
LP0025_15_L003	0.08414	0memhg38noalt	FalseDI26830XA
LP0025_17_L003	0.03004	0memhg38noalt	FalseDI26830XA
LP0025_21_L004	0.1074	0memhg38noalt	FalseDI26830XA
LP0025_24_L003	0.01467	0memhg38noalt	FalseDI26830XA
LP0026_05_L003	0.02746	0memhg38noalt	FalseDI26830XA
LP0026_07_L003	0.01587	0memhg38noalt	FalseDI26830XA
LP0026_08_L003	0.2835	0memhg38noalt	FalseDI26830XA
LP0026_22_L003	0.2253	0memhg38noalt	FalseDI26830XA
LP0026_26_L004	0.4468	0memhg38noalt	FalseDI26830XA
LP0026_38_L004	0.1588	0memhg38noalt	FalseDI26830XA
LP0026_42_L004	0.1405	0memhg38noalt	FalseDI26830XA
LP0027_26_L003	0.1152	0memhg38noalt	FalseDI26830XA
LP0027_35_L003	0.153	0memhg38noalt	FalseDI26830XA
LP0027_39_L003	0.1559	0memhg38noalt	FalseDI26830XA
LP0028_01_L004	0.1231	0memhg38noalt	FalseDI26830XA
LP0029_02_L004	0.008199	0memhg38noalt	FalseDI26830XA
LP0029_04_L003	0.01305	0memhg38noalt	FalseDI26830XA
LP0029_05_L004	0	0memhg38noalt	FalseDI26830XA
LP0029_06_L003	0.01075	0memhg38noalt	FalseDI26830XA
LP0030_03_L004	0.01258	0memhg38noalt	FalseDI26830XA
LP0030_05_L004	0.01606	0memhg38noalt	FalseDI26830XA
LP0020_01	0.008603	0memhg38noalt	True40
LP0020_02	0.02071	0memhg38noalt	True40
LP0020_03	0.01345	0memhg38noalt	True40
LP0020_04	0.02092	0memhg38noalt	True40
LP0020_05	0.01798	0memhg38noalt	True40
LP0020_06	0.01274	0memhg38noalt	True40
LP0020_07	0.01511	0memhg38noalt	True40
LP0020_08	0.0188	0memhg38noalt	True40
LP0025_01_L004	0.009351	0memhg38noalt	True40
LP0025_02_L004	0.01684	0memhg38noalt	True40
LP0025_03_L003	0.01548	0memhg38noalt	True40
LP0025_04_L004	0.01144	0memhg38noalt	True40
LP0025_05_L003	0.02159	0memhg38noalt	True40
LP0025_06_L003	0.01991	0memhg38noalt	True40
LP0025_07_L004	0.0112	0memhg38noalt	True40
LP0025_08_L004	0.01135	0memhg38noalt	True40
LP0025_10_L003	0.838	0memhg38noalt	True40
LP0025_11_L003	0.02035	0memhg38noalt	True40
LP0025_12_L003	0.01509	0memhg38noalt	True40
LP0025_15_L003	0.08342	0memhg38noalt	True40
LP0025_17_L003	0.03208	0memhg38noalt	True40
LP0025_21_L004	0.1067	0memhg38noalt	True40
LP0025_24_L003	0.01583	0memhg38noalt	True40
LP0026_05_L003	0.02358	0memhg38noalt	True40
LP0026_07_L003	0.01677	0memhg38noalt	True40
LP0026_08_L003	0.2823	0memhg38noalt	True40
LP0026_22_L003	0.2211	0memhg38noalt	True40
LP0026_26_L004	0.4467	0memhg38noalt	True40
LP0026_38_L004	0.1516	0memhg38noalt	True40
LP0026_42_L004	0.1393	0memhg38noalt	True40
LP0027_26_L003	0.1167	0memhg38noalt	True40
LP0027_35_L003	0.1597	0memhg38noalt	True40
LP0027_39_L003	0.1564	0memhg38noalt	True40
LP0028_01_L004	0.1212	0memhg38noalt	True40
LP0029_02_L004	0.01137	0memhg38noalt	True40
LP0029_04_L003	0.01294	0memhg38noalt	True40
LP0029_05_L004	0.007271	0memhg38noalt	True40
LP0029_06_L003	0.00893	0memhg38noalt	True40
LP0030_03_L004	0.01297	0memhg38noalt	True40
LP0030_05_L004	0.01796	0memhg38noalt	True40
LP0020_01	0.007582	0memhg38noalt	TrueDI26830XA
LP0020_02	0.01802	0memhg38noalt	TrueDI26830XA
LP0020_03	0.01553	0memhg38noalt	TrueDI26830XA
LP0020_04	0.02152	0memhg38noalt	TrueDI26830XA
LP0020_05	0.02286	0memhg38noalt	TrueDI26830XA
LP0020_06	0.01803	0memhg38noalt	TrueDI26830XA
LP0020_07	0.01576	0memhg38noalt	TrueDI26830XA
LP0020_08	0.01957	0memhg38noalt	TrueDI26830XA
LP0025_01_L004	0.007542	0memhg38noalt	TrueDI26830XA
LP0025_02_L004	0.01386	0memhg38noalt	TrueDI26830XA
LP0025_03_L003	0.01642	0memhg38noalt	TrueDI26830XA
LP0025_04_L004	0	0memhg38noalt	TrueDI26830XA
LP0025_05_L003	0.0231	0memhg38noalt	TrueDI26830XA
LP0025_06_L003	0.02053	0memhg38noalt	TrueDI26830XA
LP0025_07_L004	0.01021	0memhg38noalt	TrueDI26830XA
LP0025_08_L004	0.01492	0memhg38noalt	TrueDI26830XA
LP0025_10_L003	0.8366	0memhg38noalt	TrueDI26830XA
LP0025_11_L003	0.02272	0memhg38noalt	TrueDI26830XA
LP0025_12_L003	0.01568	0memhg38noalt	TrueDI26830XA
LP0025_15_L003	0.08429	0memhg38noalt	TrueDI26830XA
LP0025_17_L003	0.03574	0memhg38noalt	TrueDI26830XA
LP0025_21_L004	0.1065	0memhg38noalt	TrueDI26830XA
LP0025_24_L003	0.01652	0memhg38noalt	TrueDI26830XA
LP0026_05_L003	0.02477	0memhg38noalt	TrueDI26830XA
LP0026_07_L003	0.01436	0memhg38noalt	TrueDI26830XA
LP0026_08_L003	0.2819	0memhg38noalt	TrueDI26830XA
LP0026_22_L003	0.2248	0memhg38noalt	TrueDI26830XA
LP0026_26_L004	0.4464	0memhg38noalt	TrueDI26830XA
LP0026_38_L004	0.154	0memhg38noalt	TrueDI26830XA
LP0026_42_L004	0.1397	0memhg38noalt	TrueDI26830XA
LP0027_26_L003	0.1225	0memhg38noalt	TrueDI26830XA
LP0027_35_L003	0.1515	0memhg38noalt	TrueDI26830XA
LP0027_39_L003	0.1596	0memhg38noalt	TrueDI26830XA
LP0028_01_L004	0.123	0memhg38noalt	TrueDI26830XA
LP0029_02_L004	0.009771	0memhg38noalt	TrueDI26830XA
LP0029_04_L003	0.01501	0memhg38noalt	TrueDI26830XA
LP0029_05_L004	0.006324	0memhg38noalt	TrueDI26830XA
LP0029_06_L003	0	0memhg38noalt	TrueDI26830XA
LP0030_03_L004	0.01172	0memhg38noalt	TrueDI26830XA
LP0030_05_L004	0.01934	0memhg38noalt	TrueDI26830XA
LP0020_01	0.01015	30memhg19	False40
LP0020_02	0.01658	30memhg19	False40
LP0020_03	0.01136	30memhg19	False40
LP0020_04	0.01842	30memhg19	False40
LP0020_05	0.01238	30memhg19	False40
LP0020_06	0.01278	30memhg19	False40
LP0020_07	0.01654	30memhg19	False40
LP0020_08	0.01391	30memhg19	False40
LP0025_01_L004	0.00832	30memhg19	False40
LP0025_02_L004	0.01423	30memhg19	False40
LP0025_03_L003	0.01329	30memhg19	False40
LP0025_04_L004	0	30memhg19	False40
LP0025_05_L003	0	30memhg19	False40
LP0025_06_L003	0.01868	30memhg19	False40
LP0025_07_L004	0.01193	30memhg19	False40
LP0025_08_L004	0.01745	30memhg19	False40
LP0025_10_L003	0.8359	30memhg19	False40
LP0025_11_L003	0.01841	30memhg19	False40
LP0025_12_L003	0.01217	30memhg19	False40
LP0025_15_L003	0.08588	30memhg19	False40
LP0025_17_L003	0.02265	30memhg19	False40
LP0025_21_L004	0.1093	30memhg19	False40
LP0025_24_L003	0.01306	30memhg19	False40
LP0026_05_L003	0.02736	30memhg19	False40
LP0026_07_L003	0	30memhg19	False40
LP0026_08_L003	0.2763	30memhg19	False40
LP0026_22_L003	0.2174	30memhg19	False40
LP0026_26_L004	0.449	30memhg19	False40
LP0026_38_L004	0.1538	30memhg19	False40
LP0026_42_L004	0.1517	30memhg19	False40
LP0027_26_L003	0.1392	30memhg19	False40
LP0027_35_L003	0.1602	30memhg19	False40
LP0027_39_L003	0.151	30memhg19	False40
LP0028_01_L004	0.1051	30memhg19	False40
LP0029_02_L004	0	30memhg19	False40
LP0029_04_L003	0.0159	30memhg19	False40
LP0029_05_L004	0.008171	30memhg19	False40
LP0029_06_L003	0.01061	30memhg19	False40
LP0030_03_L004	0.01325	30memhg19	False40
LP0030_05_L004	0.02494	30memhg19	False40
LP0020_01	0.0119	30memhg19	FalseDI26830XA
LP0020_02	0.0158	30memhg19	FalseDI26830XA
LP0020_03	0.01164	30memhg19	FalseDI26830XA
LP0020_04	0	30memhg19	FalseDI26830XA
LP0020_05	0.01018	30memhg19	FalseDI26830XA
LP0020_06	0.0177	30memhg19	FalseDI26830XA
LP0020_07	0.01391	30memhg19	FalseDI26830XA
LP0020_08	0.01389	30memhg19	FalseDI26830XA
LP0025_01_L004	0.008247	30memhg19	FalseDI26830XA
LP0025_02_L004	0.01387	30memhg19	FalseDI26830XA
LP0025_03_L003	0.01425	30memhg19	FalseDI26830XA
LP0025_04_L004	0	30memhg19	FalseDI26830XA
LP0025_05_L003	0	30memhg19	FalseDI26830XA
LP0025_06_L003	0.01931	30memhg19	FalseDI26830XA
LP0025_07_L004	0.01041	30memhg19	FalseDI26830XA
LP0025_08_L004	0.01852	30memhg19	FalseDI26830XA
LP0025_10_L003	0.8377	30memhg19	FalseDI26830XA
LP0025_11_L003	0.01983	30memhg19	FalseDI26830XA
LP0025_12_L003	0.01218	30memhg19	FalseDI26830XA
LP0025_15_L003	0.08578	30memhg19	FalseDI26830XA
LP0025_17_L003	0.01852	30memhg19	FalseDI26830XA
LP0025_21_L004	0.1078	30memhg19	FalseDI26830XA
LP0025_24_L003	0.01538	30memhg19	FalseDI26830XA
LP0026_05_L003	0.02515	30memhg19	FalseDI26830XA
LP0026_07_L003	0	30memhg19	FalseDI26830XA
LP0026_08_L003	0.2827	30memhg19	FalseDI26830XA
LP0026_22_L003	0.2186	30memhg19	FalseDI26830XA
LP0026_26_L004	0.4496	30memhg19	FalseDI26830XA
LP0026_38_L004	0.1548	30memhg19	FalseDI26830XA
LP0026_42_L004	0.1521	30memhg19	FalseDI26830XA
LP0027_26_L003	0.1382	30memhg19	FalseDI26830XA
LP0027_35_L003	0.1593	30memhg19	FalseDI26830XA
LP0027_39_L003	0.1571	30memhg19	FalseDI26830XA
LP0028_01_L004	0.1078	30memhg19	FalseDI26830XA
LP0029_02_L004	0.007344	30memhg19	FalseDI26830XA
LP0029_04_L003	0.01534	30memhg19	FalseDI26830XA
LP0029_05_L004	0.007193	30memhg19	FalseDI26830XA
LP0029_06_L003	0.01201	30memhg19	FalseDI26830XA
LP0030_03_L004	0.01459	30memhg19	FalseDI26830XA
LP0030_05_L004	0.0228	30memhg19	FalseDI26830XA
LP0020_01	0.009229	30memhg19	True40
LP0020_02	0.01889	30memhg19	True40
LP0020_03	0.01212	30memhg19	True40
LP0020_04	0	30memhg19	True40
LP0020_05	0.01096	30memhg19	True40
LP0020_06	0.01467	30memhg19	True40
LP0020_07	0.01648	30memhg19	True40
LP0020_08	0.01289	30memhg19	True40
LP0025_01_L004	0.01023	30memhg19	True40
LP0025_02_L004	0.01394	30memhg19	True40
LP0025_03_L003	0.01613	30memhg19	True40
LP0025_04_L004	0.01056	30memhg19	True40
LP0025_05_L003	0	30memhg19	True40
LP0025_06_L003	0.01889	30memhg19	True40
LP0025_07_L004	0.01163	30memhg19	True40
LP0025_08_L004	0.01748	30memhg19	True40
LP0025_10_L003	0.8345	30memhg19	True40
LP0025_11_L003	0.01792	30memhg19	True40
LP0025_12_L003	0.0141	30memhg19	True40
LP0025_15_L003	0.08756	30memhg19	True40
LP0025_17_L003	0.02674	30memhg19	True40
LP0025_21_L004	0.1095	30memhg19	True40
LP0025_24_L003	0.0122	30memhg19	True40
LP0026_05_L003	0.02846	30memhg19	True40
LP0026_07_L003	0.01169	30memhg19	True40
LP0026_08_L003	0.2775	30memhg19	True40
LP0026_22_L003	0.2146	30memhg19	True40
LP0026_26_L004	0.4489	30memhg19	True40
LP0026_38_L004	0.1529	30memhg19	True40
LP0026_42_L004	0.1532	30memhg19	True40
LP0027_26_L003	0.1392	30memhg19	True40
LP0027_35_L003	0.1588	30memhg19	True40
LP0027_39_L003	0.1508	30memhg19	True40
LP0028_01_L004	0.109	30memhg19	True40
LP0029_02_L004	0	30memhg19	True40
LP0029_04_L003	0.01385	30memhg19	True40
LP0029_05_L004	0.008121	30memhg19	True40
LP0029_06_L003	0.01156	30memhg19	True40
LP0030_03_L004	0.01426	30memhg19	True40
LP0030_05_L004	0.01972	30memhg19	True40
LP0020_01	0.01238	30memhg19	TrueDI26830XA
LP0020_02	0.01889	30memhg19	TrueDI26830XA
LP0020_03	0.009582	30memhg19	TrueDI26830XA
LP0020_04	0.01762	30memhg19	TrueDI26830XA
LP0020_05	0.01548	30memhg19	TrueDI26830XA
LP0020_06	0.0188	30memhg19	TrueDI26830XA
LP0020_07	0.02177	30memhg19	TrueDI26830XA
LP0020_08	0.01665	30memhg19	TrueDI26830XA
LP0025_01_L004	0.008262	30memhg19	TrueDI26830XA
LP0025_02_L004	0.01256	30memhg19	TrueDI26830XA
LP0025_03_L003	0.01408	30memhg19	TrueDI26830XA
LP0025_04_L004	0	30memhg19	TrueDI26830XA
LP0025_05_L003	0.01558	30memhg19	TrueDI26830XA
LP0025_06_L003	0.02031	30memhg19	TrueDI26830XA
LP0025_07_L004	0.01034	30memhg19	TrueDI26830XA
LP0025_08_L004	0.0202	30memhg19	TrueDI26830XA
LP0025_10_L003	0.8372	30memhg19	TrueDI26830XA
LP0025_11_L003	0.01957	30memhg19	TrueDI26830XA
LP0025_12_L003	0.01355	30memhg19	TrueDI26830XA
LP0025_15_L003	0.0908	30memhg19	TrueDI26830XA
LP0025_17_L003	0.02106	30memhg19	TrueDI26830XA
LP0025_21_L004	0.1086	30memhg19	TrueDI26830XA
LP0025_24_L003	0.01294	30memhg19	TrueDI26830XA
LP0026_05_L003	0.02576	30memhg19	TrueDI26830XA
LP0026_07_L003	0	30memhg19	TrueDI26830XA
LP0026_08_L003	0.2841	30memhg19	TrueDI26830XA
LP0026_22_L003	0.2184	30memhg19	TrueDI26830XA
LP0026_26_L004	0.449	30memhg19	TrueDI26830XA
LP0026_38_L004	0.1531	30memhg19	TrueDI26830XA
LP0026_42_L004	0.1579	30memhg19	TrueDI26830XA
LP0027_26_L003	0.1384	30memhg19	TrueDI26830XA
LP0027_35_L003	0.1519	30memhg19	TrueDI26830XA
LP0027_39_L003	0.1546	30memhg19	TrueDI26830XA
LP0028_01_L004	0.1078	30memhg19	TrueDI26830XA
LP0029_02_L004	0	30memhg19	TrueDI26830XA
LP0029_04_L003	0.01228	30memhg19	TrueDI26830XA
LP0029_05_L004	0.007925	30memhg19	TrueDI26830XA
LP0029_06_L003	0.01235	30memhg19	TrueDI26830XA
LP0030_03_L004	0.01539	30memhg19	TrueDI26830XA
LP0030_05_L004	0.02133	30memhg19	TrueDI26830XA
LP0020_01	0.01077	30memhg19decoy	False40
LP0020_02	0.01928	30memhg19decoy	False40
LP0020_03	0.01087	30memhg19decoy	False40
LP0020_04	0.02039	30memhg19decoy	False40
LP0020_05	0.01163	30memhg19decoy	False40
LP0020_06	0.01295	30memhg19decoy	False40
LP0020_07	0.01638	30memhg19decoy	False40
LP0020_08	0.01479	30memhg19decoy	False40
LP0025_01_L004	0.008226	30memhg19decoy	False40
LP0025_02_L004	0.01417	30memhg19decoy	False40
LP0025_03_L003	0.01336	30memhg19decoy	False40
LP0025_04_L004	0	30memhg19decoy	False40
LP0025_05_L003	0.01077	30memhg19decoy	False40
LP0025_06_L003	0.01791	30memhg19decoy	False40
LP0025_07_L004	0.01184	30memhg19decoy	False40
LP0025_08_L004	0.01777	30memhg19decoy	False40
LP0025_10_L003	0.8368	30memhg19decoy	False40
LP0025_11_L003	0.01876	30memhg19decoy	False40
LP0025_12_L003	0.01188	30memhg19decoy	False40
LP0025_15_L003	0.08586	30memhg19decoy	False40
LP0025_17_L003	0.02227	30memhg19decoy	False40
LP0025_21_L004	0.109	30memhg19decoy	False40
LP0025_24_L003	0.01309	30memhg19decoy	False40
LP0026_05_L003	0.02789	30memhg19decoy	False40
LP0026_07_L003	0	30memhg19decoy	False40
LP0026_08_L003	0.2766	30memhg19decoy	False40
LP0026_22_L003	0.2178	30memhg19decoy	False40
LP0026_26_L004	0.4489	30memhg19decoy	False40
LP0026_38_L004	0.1541	30memhg19decoy	False40
LP0026_42_L004	0.1509	30memhg19decoy	False40
LP0027_26_L003	0.1393	30memhg19decoy	False40
LP0027_35_L003	0.1605	30memhg19decoy	False40
LP0027_39_L003	0.1502	30memhg19decoy	False40
LP0028_01_L004	0.1048	30memhg19decoy	False40
LP0029_02_L004	0	30memhg19decoy	False40
LP0029_04_L003	0.01626	30memhg19decoy	False40
LP0029_05_L004	0.007937	30memhg19decoy	False40
LP0029_06_L003	0.01037	30memhg19decoy	False40
LP0030_03_L004	0.01333	30memhg19decoy	False40
LP0030_05_L004	0.02442	30memhg19decoy	False40
LP0020_01	0.01221	30memhg19decoy	FalseDI26830XA
LP0020_02	0.01597	30memhg19decoy	FalseDI26830XA
LP0020_03	0.01185	30memhg19decoy	FalseDI26830XA
LP0020_04	0.0156	30memhg19decoy	FalseDI26830XA
LP0020_05	0.01012	30memhg19decoy	FalseDI26830XA
LP0020_06	0.01717	30memhg19decoy	FalseDI26830XA
LP0020_07	0.01677	30memhg19decoy	FalseDI26830XA
LP0020_08	0.01503	30memhg19decoy	FalseDI26830XA
LP0025_01_L004	0.008218	30memhg19decoy	FalseDI26830XA
LP0025_02_L004	0.01409	30memhg19decoy	FalseDI26830XA
LP0025_03_L003	0.01445	30memhg19decoy	FalseDI26830XA
LP0025_04_L004	0	30memhg19decoy	FalseDI26830XA
LP0025_05_L003	0.01116	30memhg19decoy	FalseDI26830XA
LP0025_06_L003	0.01926	30memhg19decoy	FalseDI26830XA
LP0025_07_L004	0.01093	30memhg19decoy	FalseDI26830XA
LP0025_08_L004	0.01687	30memhg19decoy	FalseDI26830XA
LP0025_10_L003	0.8382	30memhg19decoy	FalseDI26830XA
LP0025_11_L003	0.02103	30memhg19decoy	FalseDI26830XA
LP0025_12_L003	0.01177	30memhg19decoy	FalseDI26830XA
LP0025_15_L003	0.08573	30memhg19decoy	FalseDI26830XA
LP0025_17_L003	0.01876	30memhg19decoy	FalseDI26830XA
LP0025_21_L004	0.108	30memhg19decoy	FalseDI26830XA
LP0025_24_L003	0.0155	30memhg19decoy	FalseDI26830XA
